ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
6136,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",spdesign.exe,,,,,1,=,Medium
6137,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",visio.exe,,,,,1,=,Medium
6138,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",winproj.exe,,,,,1,=,Medium
6139,"Office 2016 / Office 365","IE Security: Restrict ActiveX Install (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_activexinstall",winword.exe,,,,,1,=,Medium
6140,"Office 2016 / Office 365","IE Security: Restrict File Download (Excel)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",excel.exe,,,,,1,=,Medium
6141,"Office 2016 / Office 365","IE Security: Restrict File Download (Expression Web Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",exprwd.exe,,,,,1,=,Medium
6142,"Office 2016 / Office 365","IE Security: Restrict File Download (Groove)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",groove.exe,,,,,1,=,Medium
6143,"Office 2016 / Office 365","IE Security: Restrict File Download (Access)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",msaccess.exe,,,,,1,=,Medium
6144,"Office 2016 / Office 365","IE Security: Restrict File Download (Script Editor)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",mse7.exe,,,,,1,=,Medium
6145,"Office 2016 / Office 365","IE Security: Restrict File Download (Publisher)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",mspub.exe,,,,,1,=,Medium
6146,"Office 2016 / Office 365","IE Security: Restrict File Download (OneNote)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",onenote.exe,,,,,1,=,Medium
6147,"Office 2016 / Office 365","IE Security: Restrict File Download (Outlook)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",outlook.exe,,,,,1,=,Medium
6148,"Office 2016 / Office 365","IE Security: Restrict File Download (PowerPoint)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",powerpnt.exe,,,,,1,=,Medium
6149,"Office 2016 / Office 365","IE Security: Restrict File Download (PowerPoint Viewer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",pptview.exe,,,,,1,=,Medium
6150,"Office 2016 / Office 365","IE Security: Restrict File Download (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",spdesign.exe,,,,,1,=,Medium
6151,"Office 2016 / Office 365","IE Security: Restrict File Download (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",visio.exe,,,,,1,=,Medium
6152,"Office 2016 / Office 365","IE Security: Restrict File Download (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",winproj.exe,,,,,1,=,Medium
6153,"Office 2016 / Office 365","IE Security: Restrict File Download (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_restrict_filedownload",winword.exe,,,,,1,=,Medium
6154,"Office 2016 / Office 365","IE Security: Saved from URL (Excel)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",excel.exe,,,,,1,=,Medium
6155,"Office 2016 / Office 365","IE Security: Saved from URL (Expression Web Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",exprwd.exe,,,,,1,=,Medium
6156,"Office 2016 / Office 365","IE Security: Saved from URL (Groove)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",groove.exe,,,,,1,=,Medium
6157,"Office 2016 / Office 365","IE Security: Saved from URL (Access)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",msaccess.exe,,,,,1,=,Medium
6158,"Office 2016 / Office 365","IE Security: Saved from URL (Script Editor)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",mse7.exe,,,,,1,=,Medium
6159,"Office 2016 / Office 365","IE Security: Saved from URL (Publisher)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",mspub.exe,,,,,1,=,Medium
6160,"Office 2016 / Office 365","IE Security: Saved from URL (OneNote)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",onenote.exe,,,,,1,=,Medium
6161,"Office 2016 / Office 365","IE Security: Saved from URL (Outlook)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",outlook.exe,,,,,1,=,Medium
6162,"Office 2016 / Office 365","IE Security: Saved from URL (PowerPoint)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",powerpnt.exe,,,,,1,=,Medium
6163,"Office 2016 / Office 365","IE Security: Saved from URL (PowerPoint Viewer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",pptview.exe,,,,,1,=,Medium
6164,"Office 2016 / Office 365","IE Security: Saved from URL (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",spdesign.exe,,,,,1,=,Medium
6165,"Office 2016 / Office 365","IE Security: Saved from URL (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",visio.exe,,,,,1,=,Medium
6166,"Office 2016 / Office 365","IE Security: Saved from URL (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",winproj.exe,,,,,1,=,Medium
6167,"Office 2016 / Office 365","IE Security: Saved from URL (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_unc_savedfilecheck",winword.exe,,,,,1,=,Medium
6168,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (Excel)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",excel.exe,,,,,1,=,Medium
6169,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (Expression Web Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",exprwd.exe,,,,,1,=,Medium
6170,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (Groove)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",groove.exe,,,,,1,=,Medium
6171,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (Access)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",msaccess.exe,,,,,1,=,Medium
6172,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (Script Editor)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",mse7.exe,,,,,1,=,Medium
6173,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (Publisher)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",mspub.exe,,,,,1,=,Medium
6174,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (OneNote)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",onenote.exe,,,,,1,=,Medium
6175,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (Outlook)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",outlook.exe,,,,,1,=,Medium
6176,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (PowerPoint)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",powerpnt.exe,,,,,1,=,Medium
6177,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (PowerPoint Viewer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",pptview.exe,,,,,1,=,Medium
6178,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (SharePoint Designer)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",spdesign.exe,,,,,1,=,Medium
6179,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (Visio)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",visio.exe,,,,,1,=,Medium
6180,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (Project)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",winproj.exe,,,,,1,=,Medium
6181,"Office 2016 / Office 365","IE Security: Scripted Window Security Restrictions (Word)",Registry,,"HKLM:\software\microsoft\internet explorer\main\featurecontrol\feature_window_restrictions",winword.exe,,,,,1,=,Medium
6182,"Office 2016 / Office 365","MS Security Guide: Block Flash activation in Office documents",Registry,,"HKLM:\SOFTWARE\Microsoft\Office\Common\COM Compatibility",Comment,,,,,"Block all Flash activation",=,Medium
6185,"Office 2016 / Office 365","Restrict legacy JScript execution for Office (Excel)",Registry,,"HKLM:\software\policies\microsoft\internet explorer\main\featurecontrol\FEATURE_RESTRICT_LEGACY_JSCRIPT_PER_SECURITY_ZONE",excel.exe,,,,,69632,=,Medium
6186,"Office 2016 / Office 365","Restrict legacy JScript execution for Office (Publisher)",Registry,,"HKLM:\software\policies\microsoft\internet explorer\main\featurecontrol\FEATURE_RESTRICT_LEGACY_JSCRIPT_PER_SECURITY_ZONE",mspub.exe,,,,,69632,=,Medium
6187,"Office 2016 / Office 365","Restrict legacy JScript execution for Office (PowerPoint)",Registry,,"HKLM:\software\policies\microsoft\internet explorer\main\featurecontrol\FEATURE_RESTRICT_LEGACY_JSCRIPT_PER_SECURITY_ZONE",powerpnt.exe,,,,,69632,=,Medium
6188,"Office 2016 / Office 365","Restrict legacy JScript execution for Office (OneNote)",Registry,,"HKLM:\software\policies\microsoft\internet explorer\main\featurecontrol\FEATURE_RESTRICT_LEGACY_JSCRIPT_PER_SECURITY_ZONE",onenote.exe,,,,,69632,=,Medium
6189,"Office 2016 / Office 365","Restrict legacy JScript execution for Office (Visio)",Registry,,"HKLM:\software\policies\microsoft\internet explorer\main\featurecontrol\FEATURE_RESTRICT_LEGACY_JSCRIPT_PER_SECURITY_ZONE",visio.exe,,,,,69632,=,Medium
6190,"Office 2016 / Office 365","Restrict legacy JScript execution for Office (Project)",Registry,,"HKLM:\software\policies\microsoft\internet explorer\main\featurecontrol\FEATURE_RESTRICT_LEGACY_JSCRIPT_PER_SECURITY_ZONE",winproj.exe,,,,,69632,=,Medium
6191,"Office 2016 / Office 365","Restrict legacy JScript execution for Office (Word)",Registry,,"HKLM:\software\policies\microsoft\internet explorer\main\featurecontrol\FEATURE_RESTRICT_LEGACY_JSCRIPT_PER_SECURITY_ZONE",winword.exe,,,,,69632,=,Medium
6192,"Office 2016 / Office 365","Restrict legacy JScript execution for Office (Outlook)",Registry,,"HKLM:\software\policies\microsoft\internet explorer\main\featurecontrol\FEATURE_RESTRICT_LEGACY_JSCRIPT_PER_SECURITY_ZONE",outlook.exe,,,,,69632,=,Medium
6193,"Office 2016 / Office 365","Restrict legacy JScript execution for Office (Access)",Registry,,"HKLM:\software\policies\microsoft\internet explorer\main\featurecontrol\FEATURE_RESTRICT_LEGACY_JSCRIPT_PER_SECURITY_ZONE",msaccess.exe,,,,,69632,=,Medium
6183,"Office 2016 / Office 365","Skype for Business: Configure SIP security mode",Registry,,HKLM:\software\policies\microsoft\office\16.0\lync,enablesiphighsecuritymode,,,,,1,=,Medium
6184,"Office 2016 / Office 365","Skype for Business: Disable HTTP fallback for SIP connection",Registry,,HKLM:\software\policies\microsoft\office\16.0\lync,disablehttpconnect,,,,,1,=,Medium
