Id,CategoryEN,NameEN,Language,Category,Name
177,"Administrative Templates: Windows Components","Delivery Optimization: Download Mode",DE,"Administrative Vorlagen: Windows-Komponenten","Übermittlungsoptimierung: Downloadmodus"
1766,"Administrative Templates: Windows Components","Desktop App Installer: Enable App Installer",,,
1767,"Administrative Templates: Windows Components","Desktop App Installer: Enable App Installer Experimental Features",,,
1768,"Administrative Templates: Windows Components","Desktop App Installer: Enable App Installer Hash Override",,,
1769,"Administrative Templates: Windows Components","Desktop App Installer: Enable App Installer ms-appinstaller protocol",,,
1626,"Administrative Templates: Windows Components","EMET: Default Action and Mitigation Settings (AntiDetours)",,,
1627,"Administrative Templates: Windows Components","EMET: Default Action and Mitigation Settings (BannedFunctions)",,,
1628,"Administrative Templates: Windows Components","EMET: Default Action and Mitigation Settings (DeepHooks)",,,
1629,"Administrative Templates: Windows Components","EMET: Default Action and Mitigation Settings (ExploitAction)",,,
1630,"Administrative Templates: Windows Components","EMET: Default Protections for Internet Explorer",,,
1631,"Administrative Templates: Windows Components","EMET: Default Protections for Popular Software (Popular Software)",,,
1632,"Administrative Templates: Windows Components","EMET: Default Protections for Popular Software (Recommended Software)",,,
1633,"Administrative Templates: Windows Components","EMET: System ASLR",,,
1634,"Administrative Templates: Windows Components","EMET: System DEP",,,
1635,"Administrative Templates: Windows Components","EMET: System SEHOP",,,
664,"Administrative Templates: Windows Components","Event Log Service: Application: Control Event Log behavior when the log file reaches its maximum size",,,
178,"Administrative Templates: Windows Components","Event Log Service: Application: Specify the maximum log file size (KB)",,,
1738,"Administrative Templates: Windows Components","Event Log Service: Microsoft-Windows-PowerShell/Operational: Specify the maximum log file size (KB)",,,
1747,"Administrative Templates: Windows Components","Event Log Service: PowerShellCore/Operational: Specify the maximum log file size (KB)",,,
665,"Administrative Templates: Windows Components","Event Log Service: Security: Control Event Log behavior when the log file reaches its maximum size",,,
179,"Administrative Templates: Windows Components","Event Log Service: Security: Specify the maximum log file size (KB)",,,
666,"Administrative Templates: Windows Components","Event Log Service: Setup: Control Event Log behavior when the log file reaches its maximum size",,,
668,"Administrative Templates: Windows Components","Event Log Service: Setup: Specify the maximum log file size (KB)",,,
667,"Administrative Templates: Windows Components","Event Log Service: System: Control Event Log behavior when the log file reaches its maximum size",,,
180,"Administrative Templates: Windows Components","Event Log Service: System: Specify the maximum log file size (KB)",,,
181,"Administrative Templates: Windows Components","File Explorer: Allow the use of remote paths in file shortcut icons",,,
263,"Administrative Templates: Windows Components","File Explorer: Configure Windows Defender SmartScreen",DE,"Administrative Vorlagen: Windows-Komponenten","Explorer: Windows Defender SmartScreen konfigurieren"
264,"Administrative Templates: Windows Components","File Explorer: Configure Windows Defender SmartScreen to warn and prevent bypass",DE,"Administrative Vorlagen: Windows-Komponenten","Explorer: Umgehen der Windows Defender SmartScreen-Aufforderungen für Websites verhindern"
1535,"Administrative Templates: Windows Components","File Explorer: Explorer Frame Pane: Turn off Preview Pane",,,
1536,"Administrative Templates: Windows Components","File Explorer: Explorer Frame Pane: Turn on or off details pane",,,
669,"Administrative Templates: Windows Components","File Explorer: Turn off Data Execution Prevention for Explorer",DE,"Administrative Vorlagen: Windows-Komponenten","Datei-Explorer: Datenausführungsverhinderung für Explorer deaktivieren"
1774,"Administrative Templates: Windows Components","File Explorer: Turn off files from Office.com in Quick access view",,,
670,"Administrative Templates: Windows Components","File Explorer: Turn off heap termination on corruption",DE,"Administrative Vorlagen: Windows-Komponenten","Datei-Explorer: Heapabbruch bei Beschädigung deaktivieren"
671,"Administrative Templates: Windows Components","File Explorer: Turn off shell protocol protected mode",DE,"Administrative Vorlagen: Windows-Komponenten","Datei-Explorer: Geschützten Modus für Shellprotokoll deaktivieren"
182,"Administrative Templates: Windows Components","HomeGroup: Prevent the computer from joining a homegroup",,,
1770,"Administrative Templates: Windows Components","Internet Explorer: Disable Internet Explorer 11 as a standalone browser",,,
1636,"Administrative Templates: Windows Components","Location and Sensors: Turn off Windows Location Provider",,,
672,"Administrative Templates: Windows Components","Location and Sensors: Turn off location",DE,"Administrative Vorlagen: Windows-Komponenten","Windows-Positionssuche: Speicherort deaktivieren"
673,"Administrative Templates: Windows Components","Messaging: Allow Message Service Cloud Sync",DE,"Administrative Vorlagen: Windows-Komponenten","Nachrichten: Synchronisierung von Nachrichtendienstcloud zulassen"
674,"Administrative Templates: Windows Components","Microsoft account: Block all consumer Microsoft account user authentication",DE,"Administrative Vorlagen: Windows-Komponenten","Microsoft-Konto: Benutzerauthentifizierung von Microsoft-Konten aller Anwender blockieren"
742,"Administrative Templates: Windows Components","Network Sharing: Prevent users from sharing files within their profile",DE,"Administrative Vorlagen: Windows-Komponenten","Netzwerkfreigabe: Verhindert, dass Benutzer Dateien innerhalb ihres Profils freigeben"
1649,"Administrative Templates: Windows Components","News and interests: Enable news and interests on the taskbar",,,
183,"Administrative Templates: Windows Components","OneDrive: Prevent the usage of OneDrive for file storage",DE,"Administrative Vorlagen: Windows-Komponenten","OneDrive: Verwendung von OneDrive für die Dateispeicherung verhindern"
1637,"Administrative Templates: Windows Components","OneDrive: Prevent the usage of OneDrive for file storage on Windows 8.1",,,
704,"Administrative Templates: Windows Components","Push To Install: Turn off Push To Install service",DE,"Administrative Vorlagen: Windows-Komponenten","Pushinstallation ausführen: Pushinstallationdienst deaktivieren"
713,"Administrative Templates: Windows Components","RSS Feeds: Prevent downloading of enclosures",DE,"Administrative Vorlagen: Windows-Komponenten","RSS-Feeds: Herunterladen von Anlagen verhindern"
1775,"Administrative Templates: Windows Components","Remote Desktop Connection Client: Disable Cloud Clipboard integration for server-to-client data transfer",,,
184,"Administrative Templates: Windows Components","Remote Desktop Connection Client: Do not allow passwords to be saved",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopverbindungs-Client: Speichern von Kennwörtern nicht zulassen"
185,"Administrative Templates: Windows Components","Remote Desktop Session Host: Allow users to connect remotely by using Remote Desktop Services",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host: Remoteverbindungen für Benutzer mithilfe der Remotedesktopdienste zulassen"
798,"Administrative Templates: Windows Components","Remote Desktop Session Host: Connections: Restrict Remote Desktop Services users to a single Remote Desktop Services session",,,
1675,"Administrative Templates: Windows Components","Remote Desktop Session Host: Device and Resource Redirection: Allow UI Automation redirection",,,
705,"Administrative Templates: Windows Components","Remote Desktop Session Host: Device and Resource Redirection: Do not allow COM port redirection",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host/Geräte- und Ressourcenumleitung: COM-Anschlussumleitung nicht zulassen"
706,"Administrative Templates: Windows Components","Remote Desktop Session Host: Device and Resource Redirection: Do not allow LPT port redirection",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host/Geräte- und Ressourcenumleitung: LPT-Anschlussumleitung nicht zulassen"
186,"Administrative Templates: Windows Components","Remote Desktop Session Host: Device and Resource Redirection: Do not allow drive redirection",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host/Geräte- und Ressourcenumleitung: Laufwerkumleitung nicht zulassen"
1676,"Administrative Templates: Windows Components","Remote Desktop Session Host: Device and Resource Redirection: Do not allow location redirection",,,
707,"Administrative Templates: Windows Components","Remote Desktop Session Host: Device and Resource Redirection: Do not allow supported Plug and Play device redirection",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host/Geräte- und Ressourcenumleitung: Umleitung bei unterstützten Plug & Play-Geräten nicht zulassen"
1776,"Administrative Templates: Windows Components","Remote Desktop Session Host: Do not allow WebAuthn redirection",,,
187,"Administrative Templates: Windows Components","Remote Desktop Session Host: Security: Always prompt for password upon connection",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host: Sicherheit: Bei der Verbindungsherstellung immer zur Kennworteingabe auffordern"
188,"Administrative Templates: Windows Components","Remote Desktop Session Host: Security: Require secure RPC communication",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host: Sicherheit: Sichere RPC-Kommunikation anfordern"
708,"Administrative Templates: Windows Components","Remote Desktop Session Host: Security: Require use of specific security layer for remote (RDP) connections",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host: Sicherheit: Verwendung einer bestimmten Sicherheitsstufe für Remoteverbindungen (RDP) ist erforderlich"
709,"Administrative Templates: Windows Components","Remote Desktop Session Host: Security: Require user authentication for remote connections by using Network Level Authentication",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host: Sicherheit: Benutzerauthentifizierung mit Authentifizierung auf Netzwerkebene ist für Remoteverbindungen erforderlich"
189,"Administrative Templates: Windows Components","Remote Desktop Session Host: Security: Set client connection encryption level",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host: Sicherheit: Verschlüsselungsstufe der Clientverbindung festlegen"
1553,"Administrative Templates: Windows Components","Remote Desktop Session Host: Session Time Limits: End session when time limits are reached",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host: Sitzungszeitlimits: Sitzung beenden, wenn Zeitlimit erreicht wird"
710,"Administrative Templates: Windows Components","Remote Desktop Session Host: Session Time Limits: Set time limit for active but idle Remote Desktop Services sessions",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host: Sitzungszeitlimits: Zeitlimit für aktive, aber im Leerlauf befindliche Remotedesktopdienste-Sitzungen festlegen"
711,"Administrative Templates: Windows Components","Remote Desktop Session Host: Session Time Limits: Set time limit for disconnected sessions",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host: Sitzungszeitlimits: Zeitlimit für getrennte Sitzungen festlegen"
712,"Administrative Templates: Windows Components","Remote Desktop Session Host: Temporary folders: Do not delete temp folders upon exit",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host: Temporäre Ordner: Temporären Ordner beim Beenden nicht löschen"
799,"Administrative Templates: Windows Components","Remote Desktop Session Host: Temporary folders: Do not use temporary folders per session",DE,"Administrative Vorlagen: Windows-Komponenten","Remotedesktopsitzungs-Host: Temporäre Ordner: Keine temporären Ordner pro Sitzung verwenden"
190,"Administrative Templates: Windows Components","Search: Allow Cloud Search",DE,"Administrative Vorlagen: Windows-Komponenten","Suche: Cloudsuche zulassen"
191,"Administrative Templates: Windows Components","Search: Allow Cortana",,,
192,"Administrative Templates: Windows Components","Search: Allow Cortana above lock screen",,,
193,"Administrative Templates: Windows Components","Search: Allow indexing of encrypted files",DE,"Administrative Vorlagen: Windows-Komponenten","Suche: Indizieren verschlüsselter Dateien zulassen"
194,"Administrative Templates: Windows Components","Search: Allow search and Cortana to use location",DE,"Administrative Vorlagen: Windows-Komponenten","Suche: Der Suche und Cortana die Nutzung von Positionsdaten erlauben"
1771,"Administrative Templates: Windows Components","Search: Allow search highlights",,,
195,"Administrative Templates: Windows Components","Search: Set what information is shared in Search",,,
714,"Administrative Templates: Windows Components","Software Protection Platform: Turn off KMS Client Online AVS Validation",DE,"Administrative Vorlagen: Windows-Komponenten","Softwareschutz-Plattform: AVS-Onlineüberprüfung für KMS-Client ausschalten"
715,"Administrative Templates: Windows Components","Store: Disable all apps from Microsoft Store",DE,"Administrative Vorlagen: Windows-Komponenten","Store: Alle Apps aus dem Microsoft Store deaktivieren  Hinweis: Der Name dieser Einstellung enthält einen Fehler hinsichtlich der Wortwahl zum Status, wann Store Apps deaktiviert oder aktiviert sind. Der korrekte Titel wäre ""Alle Apps aus dem Microsoft Store aktivieren""."
716,"Administrative Templates: Windows Components","Store: Only display the private store within the Microsoft Store",DE,"Administrative Vorlagen: Windows-Komponenten","Store: Nur privaten Store im Microsoft Store anzeigen"
717,"Administrative Templates: Windows Components","Store: Turn off Automatic Download and Install of updates",DE,"Administrative Vorlagen: Windows-Komponenten","Store: Automatisches Herunterladen und Installieren von Updates deaktivieren"
719,"Administrative Templates: Windows Components","Store: Turn off the Store application",DE,"Administrative Vorlagen: Windows-Komponenten","Store: Store-Anwendung deaktivieren"
718,"Administrative Templates: Windows Components","Store: Turn off the offer to update to the latest version of Windows",DE,"Administrative Vorlagen: Windows-Komponenten","Store: Deaktivieren des Angebots zum Update auf die aktuelle Version von Windows"
1554,"Administrative Templates: Windows Components","Text Input: Improve inking and typing recognition",DE,"Administrative Vorlagen: Windows-Komponenten","Texteingabe: Freihand- und Eingabeerkennung verbessern"
1677,"Administrative Templates: Windows Components","Widgest: Allow widgets",,,
203,"Administrative Templates: Windows Components","WinRM Client: Allow Basic authentication",DE,"Administrative Vorlagen: Windows-Komponenten","WinRM-Client: Basic-Authentifizierung zulassen"
204,"Administrative Templates: Windows Components","WinRM Client: Allow unencrypted traffic",DE,"Administrative Vorlagen: Windows-Komponenten","WinRM-Client: Unverschlüsselten Verkehr zulassen"
205,"Administrative Templates: Windows Components","WinRM Client: Disallow Digest authentication",DE,"Administrative Vorlagen: Windows-Komponenten","WinRM-Client: Digest-Authentifizierung nicht zulassen"
207,"Administrative Templates: Windows Components","WinRM Service: Allow Basic authentication",DE,"Administrative Vorlagen: Windows-Komponenten","WinRM-Dienst: Basic-Authentifizierung zulassen"
206,"Administrative Templates: Windows Components","WinRM Service: Allow remote server management through WinRM",DE,"Administrative Vorlagen: Windows-Komponenten","WinRM-Dienst: Remoteserververwaltung über WinRM zulassen"
208,"Administrative Templates: Windows Components","WinRM Service: Allow unencrypted traffic",DE,"Administrative Vorlagen: Windows-Komponenten","WinRM-Dienst: Unverschlüsselten Verkehr zulassen"
209,"Administrative Templates: Windows Components","WinRM Service: Disallow WinRM from storing RunAs credentials",DE,"Administrative Vorlagen: Windows-Komponenten","WinRM-Dienst: Speichern von RunAs-Anmeldeinformationen durch WinRM nicht zulassen"
1709,"Administrative Templates: Windows Components","Windows Defender SmartScreen: Enhanced Phishing Protection",,,
1772,"Administrative Templates: Windows Components","Windows Defender SmartScreen: Notify Malicious",,,
1710,"Administrative Templates: Windows Components","Windows Defender SmartScreen: Notify Password Reuse",,,
1711,"Administrative Templates: Windows Components","Windows Defender SmartScreen: Notify Unsafe App",,,
1712,"Administrative Templates: Windows Components","Windows Defender SmartScreen: Service Enabled",,,
1639,"Administrative Templates: Windows Components","Windows Error Reporting: Automatically send memory dumps for OS-generated error reports",,,
1638,"Administrative Templates: Windows Components","Windows Error Reporting: Consent: Configure Default consent",,,
196,"Administrative Templates: Windows Components","Windows Error Reporting: Disable Windows Error Reporting",,,
197,"Administrative Templates: Windows Components","Windows Game Recording and Broadcasting: Enables or disables Windows Game Recording and Broadcasting",DE,"Administrative Vorlagen: Windows-Komponenten","Windows-Spielaufzeichnung und -übertragung: Aktiviert oder deaktiviert die Windows-Spieleaufzeichnung und -übertragung"
1773,"Administrative Templates: Windows Components","Windows Hello for Business: Enable ESS with Supported Peripherals",,,
963,"Administrative Templates: Windows Components","Windows Hello for Business: Use a hardware security device",,,
198,"Administrative Templates: Windows Components","Windows Ink Workspace: Allow Windows Ink Workspace",DE,"Administrative Vorlagen: Windows-Komponenten","Windows Ink-Arbeitsbereich: Windows Ink-Arbeitsbereich zulassen"
734,"Administrative Templates: Windows Components","Windows Ink Workspace: Allow suggested apps in Windows Ink Workspace",DE,"Administrative Vorlagen: Windows-Komponenten","Windows Ink-Arbeitsbereich: Vorgeschlagene Apps im Windows Ink-Arbeitsbereich zulassen"
200,"Administrative Templates: Windows Components","Windows Installer: Allow user control over installs",DE,"Administrative Vorlagen: Windows-Komponenten","Windows Installer: Benutzersteuerung bei Installationen zulassen"
199,"Administrative Templates: Windows Components","Windows Installer: Always install with elevated privileges",DE,"Administrative Vorlagen: Windows-Komponenten","Windows Installer: Immer mit erhöhten Rechten installieren"
303,"Administrative Templates: Windows Components","Windows Installer: Always install with elevated privileges",DE,"Administrative Vorlagen: Windows-Komponenten","Windows Installer: Immer mit erhöhten Rechten installieren"
1657,"Administrative Templates: Windows Components","Windows Installer: Disable Co-Installer (USB AutoInstall)",,,
201,"Administrative Templates: Windows Components","Windows Installer: Prevent Internet Explorer security prompt for Windows Installer scripts",DE,"Administrative Vorlagen: Windows-Komponenten","Windows Installer: IE-Sicherheitshinweis für Windows Installer-Skripts verhindern"
1713,"Administrative Templates: Windows Components","Windows Logon Options: Enable MPR notifications for the system",,,
202,"Administrative Templates: Windows Components","Windows Logon Options: Sign-in and lock last interactive user automatically after a restart",DE,"Administrative Vorlagen: Windows-Komponenten","Windows-Anmeldeoptionen: Automatisches Anmelden des letzten interaktiven Benutzers nach einem vom System initiierten Neustart"
744,"Administrative Templates: Windows Components","Windows Media Player: Playback: Prevent Codec Download",DE,"Administrative Vorlagen: Windows-Komponenten","Windows Media Player: Wiedergabe: Codec-Download verhindern"
210,"Administrative Templates: Windows Components","Windows Remote Shell: Allow Remote Shell Access",DE,"Administrative Vorlagen: Windows-Komponenten","Windows-Remoteshell: Remoteshellzugriff zulassen"
1678,"Administrative Templates: Windows Components","Windows Sandbox: Allow clipboard sharing with Windows Sandbox",,,
1679,"Administrative Templates: Windows Components","Windows Sandbox: Allow networking in Windows Sandbox",,,
1557,"Administrative Templates: Windows Components","Windows Update: Configure Automatic Updates: Configure automatic updating",DE,"Administrative Vorlagen: Windows-Komponenten","Windows Update: Automatische Updates konfigurieren"
732,"Administrative Templates: Windows Components","Windows Update: Legacy Policies: No auto-restart with logged on users for scheduled automatic updates installations",DE,"Administrative Vorlagen: Windows-Komponenten","Windows Update: Keinen automatischen Neustart für geplante Installationen automatischer Updates durchführen, wenn Benutzer angemeldet sind"
730,"Administrative Templates: Windows Components","Windows Update: Manage end user experience: Configure Automatic Updates",DE,"Administrative Vorlagen: Windows-Komponenten","Windows Update: Automatische Updates konfigurieren"
731,"Administrative Templates: Windows Components","Windows Update: Manage end user experience: Configure Automatic Updates: Scheduled install day",DE,"Administrative Vorlagen: Windows-Komponenten","Windows Update: Automatische Updates konfigurieren: Geplanter Installationstag"
733,"Administrative Templates: Windows Components","Windows Update: Manage end user experience: Remove access to 'Pause updates' feature",DE,"Administrative Vorlagen: Windows-Komponenten","Windows Update: Zugriff auf Feature ""Updates aussetzen"" entfernen"
723,"Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Manage preview builds (ManagePreviewBuilds)",,,
724,"Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Manage preview builds (ManagePreviewBuildsPolicyValue)",,,
726,"Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Select when Preview Builds and Feature Updates are received (BranchReadinessLevel)",,,
725,"Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Select when Preview Builds and Feature Updates are received (DeferFeatureUpdates)",,,
727,"Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Select when Preview Builds and Feature Updates are received (DeferFeatureUpdatesPeriodInDays)",,,
728,"Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Select when Quality Updates are received (DeferQualityUpdates)",,,
729,"Administrative Templates: Windows Components","Windows Update: Manage updates offered from Windows Update: Select when Quality Updates are received (DeferQualityUpdatesPeriodInDays)",,,
78,"Advanced Audit Policy Configuration","Account Lockout",,,
524,"Advanced Audit Policy Configuration","Application Group Management",,,
89,"Advanced Audit Policy Configuration","Audit Policy Change",,,
90,"Advanced Audit Policy Configuration","Authentication Policy Change",,,
526,"Advanced Audit Policy Configuration","Authorization Policy Change",,,
779,"Advanced Audit Policy Configuration","Computer Account Management",,,
72,"Advanced Audit Policy Configuration","Credential Validation",,,
75,"Advanced Audit Policy Configuration","DPAPI Activity",,,
83,"Advanced Audit Policy Configuration","Detailed File Share",,,
782,"Advanced Audit Policy Configuration","Directory Service Access",,,
783,"Advanced Audit Policy Configuration","Directory Service Changes",,,
780,"Advanced Audit Policy Configuration","Distribution Group Management",,,
84,"Advanced Audit Policy Configuration","File Share",,,
79,"Advanced Audit Policy Configuration","Group Membership",,,
527,"Advanced Audit Policy Configuration","IPsec Driver",,,
777,"Advanced Audit Policy Configuration","Kerberos Authentication Service",,,
778,"Advanced Audit Policy Configuration","Kerberos Service Ticket Operations",,,
85,"Advanced Audit Policy Configuration","Kernel Object",,,
525,"Advanced Audit Policy Configuration",Logoff,,,
80,"Advanced Audit Policy Configuration",Logon,,,
91,"Advanced Audit Policy Configuration","MPSSVC Rule-Level Policy Change",,,
781,"Advanced Audit Policy Configuration","Other Account Management Events",,,
81,"Advanced Audit Policy Configuration","Other Logon/Logoff Events",,,
86,"Advanced Audit Policy Configuration","Other Object Access Events",,,
92,"Advanced Audit Policy Configuration","Other Policy Change Events",,,
94,"Advanced Audit Policy Configuration","Other System Events",,,
76,"Advanced Audit Policy Configuration","Plug and Play Events",,,
77,"Advanced Audit Policy Configuration","Process Creation",,,
87,"Advanced Audit Policy Configuration","Removable Storage",,,
88,"Advanced Audit Policy Configuration",SAM,,,
73,"Advanced Audit Policy Configuration","Security Group Management",,,
95,"Advanced Audit Policy Configuration","Security State Change",,,
96,"Advanced Audit Policy Configuration","Security System Extension",,,
93,"Advanced Audit Policy Configuration","Sensitive Privilege Use",,,
82,"Advanced Audit Policy Configuration","Special Logon",,,
97,"Advanced Audit Policy Configuration","System Integrity",,,
74,"Advanced Audit Policy Configuration","User Account Management",,,
1,Features,"SMBv1 Support",,,
835,"Internet Explorer","Internet Control Panel: Advanced Page: Allow software to run or install even if the signature is invalid",,,
836,"Internet Explorer","Internet Control Panel: Advanced Page: Check for server certificate revocation",,,
837,"Internet Explorer","Internet Control Panel: Advanced Page: Check for signatures on downloaded programs",,,
838,"Internet Explorer","Internet Control Panel: Advanced Page: Do not allow ActiveX controls to run in Protected Mode when Enhanced Protected Mode is enabled",,,
839,"Internet Explorer","Internet Control Panel: Advanced Page: Turn off encryption support",,,
840,"Internet Explorer","Internet Control Panel: Advanced Page: Turn on 64-bit tab processes when running in Enhanced Protected Mode on 64-bit versions of Windows",,,
841,"Internet Explorer","Internet Control Panel: Advanced Page: Turn on Enhanced Protected Mode",,,
834,"Internet Explorer","Internet Control Panel: Prevent ignoring certificate errors",,,
844,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Access data sources across domains",,,
854,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Allow VBScript to run in Internet Explorer",,,
845,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Allow cut, copy or paste operations from the clipboard via script",,,
846,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Allow drag and drop or copy and paste files",,,
847,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Allow loading of XAML files",,,
848,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Allow only approved domains to use ActiveX controls without prompt",,,
849,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Allow only approved domains to use the TDC ActiveX control",,,
851,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Allow script-initiated windows without size or position constraints",,,
850,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Allow scripting of Internet Explorer WebBrowser controls",,,
852,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Allow scriptlets",,,
853,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Allow updates to status bar via script",,,
855,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Automatic prompting for file downloads",,,
856,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Don't run antimalware programs against ActiveX controls",,,
857,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Download signed ActiveX controls",,,
858,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Download unsigned ActiveX controls",,,
859,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Enable dragging of content from different domains across windows",,,
860,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Enable dragging of content from different domains within a window",,,
861,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Include local path when user is uploading files to a server",,,
862,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Initialize and script ActiveX controls not marked as safe",,,
863,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Java permissions",,,
864,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Launching applications and files in an IFRAME",,,
865,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Logon options",,,
866,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Navigate windows and frames across different domains",,,
867,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Run .NET Framework-reliant components not signed with Authenticode",,,
868,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Run .NET Framework-reliant components signed with Authenticode",,,
869,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Show security warning for potentially unsafe files",,,
870,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Turn on Cross-Site Scripting Filter",,,
871,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Turn on Protected Mode",,,
872,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Turn on SmartScreen Filter scan",,,
873,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Use Pop-up Blocker",,,
874,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Userdata persistence",,,
875,"Internet Explorer","Internet Control Panel: Security Page: Internet Zone: Web sites in less privileged Web content zones can navigate into this zone",,,
842,"Internet Explorer","Internet Control Panel: Security Page: Intranet Sites: Include all network paths (UNCs)",,,
876,"Internet Explorer","Internet Control Panel: Security Page: Intranet Zone: Don't run antimalware programs against ActiveX controls",,,
877,"Internet Explorer","Internet Control Panel: Security Page: Intranet Zone: Initialize and script ActiveX controls not marked as safe",,,
878,"Internet Explorer","Internet Control Panel: Security Page: Intranet Zone: Java permissions",,,
879,"Internet Explorer","Internet Control Panel: Security Page: Local Machine Zone: Don't run antimalware programs against ActiveX controls",,,
880,"Internet Explorer","Internet Control Panel: Security Page: Local Machine Zone: Java permissions",,,
881,"Internet Explorer","Internet Control Panel: Security Page: Locked-Down Internet Zone: Turn on SmartScreen Filter scan",,,
882,"Internet Explorer","Internet Control Panel: Security Page: Locked-Down Intranet Zone: Java permissions",,,
883,"Internet Explorer","Internet Control Panel: Security Page: Locked-Down Local Machine Zone: Java permissions",,,
884,"Internet Explorer","Internet Control Panel: Security Page: Locked-Down Restricted Sites Zone: Java permissions",,,
885,"Internet Explorer","Internet Control Panel: Security Page: Locked-Down Restricted Sites Zone: Turn on SmartScreen Filter scan",,,
886,"Internet Explorer","Internet Control Panel: Security Page: Locked-Down Trusted Sites Zone: Java permissions",,,
887,"Internet Explorer","Internet Control Panel: Security Page: Restricted Sites Zone: Access data sources across domains",,,
894,"Internet Explorer","Internet Control Panel: Security Page: Restricted Sites Zone: Allow META REFRESH",,,
901,"Internet Explorer","Internet Control Panel: Security Page: Restricted Sites Zone: Allow VBScript to run in Internet Explorer",,,
888,"Internet Explorer","Internet Control Panel: Security Page: Restricted Sites Zone: Allow active scripting",,,
889,"Internet Explorer","Internet Control Panel: Security Page: Restricted Sites Zone: Allow binary and script behaviors",,,
890,"Internet Explorer","Internet Control Panel: Security Page: Restricted Sites Zone: Allow cut, copy or paste operations from the clipboard via script",,,
891,"Internet Explorer","Internet Control Panel: Security Page: Restricted Sites Zone: Allow drag and drop or copy and paste files",,,
892,"Internet Explorer","Internet Control Panel: Security Page: Restricted Sites Zone: Allow file downloads",,,
893,"Internet Explorer","Internet Control Panel: Security Page: Restricted Sites Zone: Allow loading of XAML files",,,
895,"Internet Explorer","Internet Control Panel: Security Page: Restricted Sites Zone: Allow only approved domains to use ActiveX controls without prompt",,,
896,"Internet Explorer","Internet Control Panel: Security Page: Restricted Sites Zone: Allow only approved domains to use the TDC ActiveX control",,,
898,"Internet Explorer","Internet Control Panel: Security Page: Restricted Sites Zone: Allow script-initiated windows without size or position constraints",,,
